AnimalID,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A717754,Adoption,,Dog,Spayed Female,4 years,Dachshund Longhair Mix,Red/White
A706702,Return_to_owner,,Dog,Neutered Male,2 years,Siberian Husky Mix,Black/White
A700755,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A680925,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby/White
A668493,Euthanasia,Aggressive,Dog,Intact Female,2 years,Pit Bull/Boxer,White/Black
A697183,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever/Boxer,Brown/White
A684580,Adoption,,Cat,Spayed Female,1 month,Siamese Mix,Tortie Point
A688130,Transfer,Partner,Dog,Intact Female,7 months,Pit Bull Mix,Brown/White
A705160,Transfer,Partner,Dog,Intact Female,1 weeks,American Staffordshire Terrier,Black/Brown
A713342,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue Smoke
A704491,Transfer,Partner,Dog,Intact Female,3 months,Labrador Retriever/Plott Hound,Black
A665043,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A683158,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black/White
A711571,Return_to_owner,,Dog,Neutered Male,3 years,Border Collie Mix,Black/White
A616640,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Chocolate/White
A705556,Adoption,,Dog,Neutered Male,2 months,Dachshund Wirehair Mix,Tan
A714201,Transfer,Partner,Dog,Intact Male,3 years,Pit Bull Mix,White/Brown
A711424,Transfer,SCRP,Cat,Unknown,3 years,Domestic Shorthair Mix,Blue/White
A668455,Adoption,,Dog,Neutered Male,10 months,Dachshund Mix,Black/Tan
A670331,Euthanasia,Aggressive,Dog,Intact Female,2 years,Pit Bull Mix,Fawn
A681405,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A701268,Return_to_owner,,Dog,Spayed Female,1 year,Border Collie Mix,Tricolor
A667803,Transfer,Partner,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Tan
A702959,Return_to_owner,,Dog,Neutered Male,1 year,Shih Tzu Mix,Gray/White
A699103,Adoption,,Dog,Neutered Male,2 years,Dachshund Longhair Mix,Red/Brown
A679907,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A684192,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
A711651,Transfer,Partner,Dog,Neutered Male,1 year,Norfolk Terrier Mix,White/Tricolor
A615779,Adoption,,Dog,Spayed Female,4 years,Border Collie/Mastiff,Black/White
A699979,Adoption,,Dog,Spayed Female,10 months,Beagle/German Shepherd,Sable/White
A705177,Transfer,Partner,Dog,Intact Male,4 years,Labrador Retriever Mix,Brown
A666075,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby
A703604,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Blue Tabby
A693142,Adoption,Offsite,Dog,Neutered Male,1 year,Podengo Pequeno Mix,White/Brown
A698808,Adoption,,Cat,Neutered Male,8 months,Domestic Medium Hair Mix,Cream Tabby
A674710,Adoption,,Dog,Spayed Female,7 years,Labrador Retriever Mix,Chocolate
A669281,Return_to_owner,,Dog,Spayed Female,2 months,Black Mouth Cur Mix,Buff
A716363,Adoption,,Dog,Spayed Female,10 months,Golden Retriever Mix,Buff
A688062,Adoption,,Dog,Neutered Male,5 months,Labrador Retriever Mix,Brown/White
A708476,Return_to_owner,,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black
A693827,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico
A715557,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby
A696255,Transfer,Partner,Dog,Intact Male,4 months,Jack Russell Terrier,White/Tan
A674532,Transfer,Partner,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Red Tick
A715205,Transfer,SCRP,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Orange Tabby/White
A714882,Transfer,Partner,Dog,Spayed Female,1 year,Catahoula Mix,Brown Brindle/White
A686105,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A694370,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan
A685005,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A719823,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,White/Blue
A682480,Return_to_owner,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/White
A675675,Adoption,Foster,Cat,Spayed Female,4 months,Snowshoe Mix,Chocolate Point
A707796,Return_to_owner,,Dog,Spayed Female,5 years,Standard Poodle/Labrador Retriever,Black
A713778,Return_to_owner,,Dog,Intact Male,12 years,Pit Bull Mix,White
A719616,Adoption,,Dog,Neutered Male,9 months,Labrador Retriever/Pit Bull,Brown Brindle
A711733,Transfer,Partner,Cat,Neutered Male,10 months,Domestic Medium Hair Mix,White/Orange Tabby
A656563,Return_to_owner,,Dog,Neutered Male,3 years,American Bulldog Mix,Black/White
A677713,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A705456,Return_to_owner,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
A682783,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black
A694231,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A720567,Return_to_owner,,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Gray/White
A711744,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A660598,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A712001,Transfer,Partner,Dog,Intact Female,4 weeks,Boston Terrier/Chihuahua Shorthair,Black/White
A663743,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue Tabby/White
A707430,Transfer,Partner,Dog,Intact Female,4 months,Chihuahua Shorthair Mix,Black
A708629,Transfer,Partner,Dog,Spayed Female,2 years,Labrador Retriever/Catahoula,Brown/White
A544831,Adoption,,Dog,Spayed Female,6 years,Border Collie Mix,Black/White
A687557,Return_to_owner,,Dog,Intact Female,5 years,Labrador Retriever Mix,Yellow
A669103,Transfer,Partner,Dog,Neutered Male,2 years,Collie Rough Mix,Brown/White
A668980,Adoption,,Dog,Spayed Female,2 years,Dachshund Mix,Tan/White
A689089,Euthanasia,Suffering,Cat,Neutered Male,13 years,Ragdoll Mix,Seal Point
A682720,Return_to_owner,,Dog,Intact Male,15 years,Labrador Retriever Mix,Yellow
A678061,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A688234,Transfer,SCRP,Cat,Intact Female,8 months,Domestic Shorthair Mix,Tortie
A676832,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair,Brown
A668654,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/Tricolor
A684165,Return_to_owner,,Dog,Neutered Male,3 years,Akita Mix,Tan/White
A703241,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black
A688235,Transfer,SCRP,Cat,Intact Female,8 months,Domestic Shorthair Mix,Silver Tabby
A715080,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A681402,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A681533,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair Mix,Tortie
A682807,Adoption,,Dog,Neutered Male,4 months,German Shepherd Mix,Black/Brown
A706444,Transfer,Partner,Dog,Intact Female,2 months,Pit Bull/Boxer,Black/White
A705523,Return_to_owner,,Dog,Neutered Male,7 years,Labrador Retriever/Collie Rough,Tan/White
A640424,Return_to_owner,,Dog,Neutered Male,4 years,Pointer Mix,White/Black
A560060,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby
A677156,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/German Shepherd,Yellow
A694496,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A676982,Adoption,,Dog,Spayed Female,1 year,Beagle/Dachshund,Brown/White
A620112,Return_to_owner,,Dog,Spayed Female,3 years,Miniature Poodle/Miniature Schnauzer,White
A678788,Euthanasia,Aggressive,Dog,Neutered Male,7 years,Pit Bull Mix,Tan/White
A720544,Adoption,,Dog,Spayed Female,2 months,Pit Bull Mix,White/Black
A672308,Return_to_owner,,Dog,Spayed Female,2 years,Border Collie Mix,Black/White
A678967,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black/White
A706378,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Blue
A682666,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue/White
A694426,Adoption,,Dog,Neutered Male,8 months,Labrador Retriever Mix,Black/White
A682749,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Cream Tabby
A686672,Transfer,Partner,Cat,Neutered Male,6 months,Snowshoe Mix,Seal Point/White
A714137,Transfer,Partner,Dog,Neutered Male,3 years,Rat Terrier Mix,White/Tan
A676754,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A687773,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Black/White
A676409,Adoption,,Dog,Spayed Female,1 year,Miniature Schnauzer/Chihuahua Shorthair,Black
A645599,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,White/Black
A703848,Transfer,Partner,Dog,Intact Female,4 years,American Bulldog Mix,White/Tan
A705916,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black
A712427,Adoption,,Dog,Neutered Male,3 months,Miniature Pinscher Mix,Black/Brown
A664373,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Torbie
A679980,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
A686587,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie
A696104,Return_to_owner,,Dog,Spayed Female,3 years,Pomeranian/Chihuahua Longhair,Red/Black
A668021,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Orange Tabby/White
A711840,Transfer,Partner,Dog,Spayed Female,1 year,Staffordshire Mix,White/Black
A690687,Transfer,Partner,Dog,Intact Female,2 months,Great Pyrenees,White
A716685,Adoption,Foster,Cat,Neutered Male,2 months,Siamese Mix,Lilac Point
A680477,Transfer,Partner,Dog,Spayed Female,1 year,Boxer Mix,Red
A706479,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Longhair Mix,Blue Tabby
A685152,Return_to_owner,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/Tan
A691387,Transfer,Partner,Dog,Intact Female,2 months,Australian Kelpie/Australian Shepherd,Red/Black
A699530,Euthanasia,Suffering,Cat,Intact Female,5 months,Domestic Shorthair Mix,Black/White
A689402,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A653641,Return_to_owner,,Dog,Spayed Female,3 years,Catahoula Mix,Tan/Brown Merle
A661920,Adoption,Offsite,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
A709600,Transfer,Partner,Dog,Neutered Male,8 years,Dachshund Mix,Red
A712888,Return_to_owner,,Dog,Spayed Female,1 year,Cairn Terrier/Miniature Schnauzer,Tan/White
A698805,Adoption,,Dog,Spayed Female,8 months,American Pit Bull Terrier Mix,Black/White
A674486,Return_to_owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A607131,Adoption,Foster,Dog,Neutered Male,6 years,Rat Terrier Mix,Brown/White
A703074,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Black
A692636,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/Tan
A711058,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A668479,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico
A700976,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Black
A613553,Euthanasia,Aggressive,Dog,Neutered Male,4 years,Pit Bull Mix,Black/White
A650938,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A676009,Return_to_owner,,Dog,Spayed Female,8 years,Shetland Sheepdog Mix,White/Brown
A663159,Transfer,Partner,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Orange Tabby
A693591,Adoption,,Cat,Spayed Female,11 months,Domestic Shorthair Mix,Black
A674380,Transfer,Partner,Dog,Spayed Female,2 years,Rat Terrier/Beagle,White/Black
A708704,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A707137,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A531069,Return_to_owner,,Dog,Neutered Male,7 years,Beagle/Basset Hound,Black Brindle/White
A674280,Transfer,Partner,Dog,Spayed Female,1 year,American Staffordshire Terrier Mix,White/Blue
A703520,Transfer,Partner,Dog,Intact Female,1 year,Dachshund Mix,Red
A582002,Euthanasia,Aggressive,Dog,Neutered Male,6 years,German Shepherd/Labrador Retriever,Brown/Tan
A678182,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Tan/White
A683728,Adoption,,Dog,Spayed Female,2 months,Parson Russell Terrier Mix,White/Brown Brindle
A705723,Adoption,,Dog,Spayed Female,2 years,Dachshund/Chihuahua Shorthair,Black/White
A678355,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever Mix,Cream
A702442,Adoption,Offsite,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Cream Tabby
A701978,Transfer,Partner,Dog,Intact Male,2 months,German Shepherd Mix,Black/Tan
A683447,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie
A683377,Transfer,Partner,Dog,Intact Female,1 year,Anatol Shepherd Mix,White
A707447,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Longhair Mix,Brown Tabby/White
A704710,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A715139,Transfer,Partner,Dog,Spayed Female,8 months,Australian Cattle Dog/Bull Terrier,White/Red Tick
A685023,Adoption,,Dog,Intact Male,15 years,Chihuahua Shorthair Mix,Tan
A715872,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Yellow
A663956,Adoption,,Dog,Spayed Female,4 years,Australian Shepherd Mix,Tricolor
A679085,Adoption,,Cat,Neutered Male,2 years,Siamese Mix,Lynx Point
A667109,Adoption,,Dog,Neutered Male,4 years,American Bulldog/Labrador Retriever,Black/White
A698167,Adoption,,Dog,Neutered Male,3 years,Catahoula Mix,White/Brown
A691184,Adoption,,Dog,Neutered Male,3 years,Swedish Vallhund Mix,Sable
A711003,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A682280,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A692957,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,White/Tan
A680211,Transfer,Partner,Dog,Intact Female,1 month,German Shepherd Mix,Brown
A684104,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A703912,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A708863,Euthanasia,Suffering,Cat,Unknown,1 month,Domestic Shorthair Mix,Brown Tabby
A717040,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair Mix,Orange Tabby
A688236,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A698640,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Cream Tabby
A716751,Adoption,,Dog,Neutered Male,10 months,Blue Lacy Mix,Fawn
A687205,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby/White
A668389,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Chocolate
A681872,Adoption,Foster,Cat,Spayed Female,2 months,Maine Coon Mix,Black Tabby
A678377,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever/Pit Bull,Chocolate
A705616,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White
A703163,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie/White
A701246,Euthanasia,Medical,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico
A696394,Adoption,,Dog,Neutered Male,6 years,Newfoundland/Border Collie,Black
A667934,Return_to_owner,,Dog,Spayed Female,1 year,Australian Cattle Dog,White/Red
A697057,Transfer,Partner,Dog,Spayed Female,4 years,Lhasa Apso/Yorkshire Terrier,Black/White
A672730,Adoption,,Dog,Spayed Female,8 months,Pit Bull Mix,Black/White
A665308,Adoption,,Dog,Neutered Male,4 years,Toy Poodle Mix,White
A667167,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Orange Tabby
A690808,Transfer,Partner,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Yellow
A707923,Euthanasia,Medical,Cat,Neutered Male,15 years,Domestic Shorthair Mix,Orange Tabby
A674240,Transfer,SCRP,Cat,Intact Female,7 months,Domestic Shorthair Mix,Tortie
A710494,Transfer,Partner,Dog,Intact Male,1 year,Labrador Retriever Mix,Black
A706258,Adoption,,Dog,Spayed Female,1 month,German Shepherd Mix,Sable
A693219,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black
A703582,Return_to_owner,,Dog,Neutered Male,11 years,Rat Terrier Mix,Tricolor
A712320,Adoption,,Dog,Spayed Female,3 years,Rhod Ridgeback Mix,Tan/White
A689747,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever/Border Collie,Black/White
A714204,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/Brown
A690937,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A577308,Adoption,Foster,Dog,Spayed Female,4 years,Catahoula Mix,White/Tan
A673091,Adoption,,Dog,Spayed Female,3 years,Yorkshire Terrier Mix,Black/Tan
A650399,Transfer,Partner,Dog,Neutered Male,2 years,Yorkshire Terrier/Chihuahua Longhair,Silver/Tan
A714071,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico/White
A684544,Transfer,Partner,Dog,Intact Male,6 months,Australian Cattle Dog Mix,White/Red
A676510,Transfer,Partner,Dog,Intact Male,6 months,Pit Bull Mix,Black/White
A697503,Return_to_owner,,Dog,Spayed Female,1 year,German Shepherd Mix,Black
A690667,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A606644,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Brown Brindle/White
A708065,Adoption,,Dog,Neutered Male,1 year,Australian Kelpie Mix,Brown Brindle/White
A692752,Transfer,Partner,Dog,Intact Female,2 years,Shih Tzu Mix,White/Brown
A717750,Transfer,Partner,Cat,Intact Male,1 month,Siamese Mix,Seal Point
A673790,Transfer,Partner,Cat,Neutered Male,5 years,Siamese Mix,Seal Point
A705673,Transfer,Partner,Dog,Spayed Female,1 year,Siberian Husky Mix,Black/White
A667148,Transfer,Partner,Dog,Spayed Female,7 months,Pit Bull Mix,Brown/White
A691172,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A677166,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Cream Tabby
A680579,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White
A680710,Adoption,Foster,Cat,Spayed Female,7 months,Domestic Medium Hair Mix,Black
A713601,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A704732,Adoption,,Dog,Spayed Female,1 year,Jack Russell Terrier Mix,White/Tan
A689762,Return_to_owner,,Dog,Spayed Female,5 years,Labrador Retriever Mix,Tan
A691505,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A711240,Return_to_owner,,Dog,Spayed Female,3 years,Catahoula Mix,Brown Brindle/White
A703206,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A698645,Transfer,Partner,Dog,Spayed Female,8 months,Anatol Shepherd/Redbone Hound,Brown
A664841,Adoption,,Dog,Neutered Male,4 years,Queensland Heeler Mix,Black/White
A681612,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair/Jack Russell Terrier,Buff/Yellow
A650234,Transfer,Partner,Dog,Neutered Male,2 years,Schipperke/Chihuahua Shorthair,Red
A685313,Return_to_owner,,Cat,Spayed Female,6 years,Domestic Longhair Mix,Black
A698481,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie
A696856,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Red/White
A671157,Euthanasia,Suffering,Cat,Intact Female,6 months,Domestic Shorthair Mix,Calico
A669596,Adoption,,Cat,Intact Female,6 months,Domestic Shorthair Mix,Blue
A681122,Return_to_owner,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black
A716530,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A682105,Transfer,Partner,Dog,Intact Female,5 weeks,Australian Cattle Dog Mix,Tricolor
A682506,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,White
A715095,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A710493,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Longhair Mix,Blue Tabby
A696154,Euthanasia,Medical,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A693210,Adoption,,Dog,Neutered Male,3 years,Shiba Inu Mix,Tan
A698409,Adoption,,Dog,Spayed Female,7 years,Dachshund Longhair Mix,Brown/Tan
A666805,Transfer,Partner,Dog,Spayed Female,3 years,Border Collie Mix,Tricolor/Chocolate
A700298,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair Mix,Tortie
A716608,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White
A710567,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A700345,Adoption,,Dog,Neutered Male,2 years,Rat Terrier Mix,Tricolor
A716747,Adoption,,Dog,Neutered Male,6 months,Dachshund Mix,White/Brown Brindle
A690591,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
